"","asin","Alternative Rock","Blues","Country","Folk","Jazz","Other","Pop","Rap & Hip-Hop","Rock"
"498","B00000267I",0,0,0,1,0,0,0,0,0
"499","B00000268T",0,0,0,0,0,0,1,0,0
"500","B00000269M",0,1,0,0,0,0,0,0,0
"501","B0000026BA",0,0,1,0,0,0,0,0,0
"502","B0000026CZ",0,0,0,0,0,0,1,0,0
"503","B0000026HY",1,0,0,0,0,0,0,0,0
"504","B0000026IC",1,0,0,0,0,0,0,0,0
"505","B0000026IF",0,1,0,0,0,0,0,0,0
"506","B0000026IJ",0,0,0,0,0,0,1,0,0
"507","B0000026J6",0,0,0,1,0,0,0,0,0
"508","B0000026KO",0,0,0,0,0,0,1,0,0
"509","B0000026KZ",0,0,0,0,0,0,1,0,0
"510","B0000026L1",0,0,0,0,0,0,0,0,1
"511","B0000026LT",0,1,0,0,0,0,0,0,0
"512","B0000026M1",1,0,0,0,0,0,0,0,0
"513","B0000026QS",0,0,0,0,0,0,1,0,0
"514","B0000026QU",0,0,0,0,0,0,1,0,0
"515","B0000026RS",0,0,1,0,0,0,0,0,0
"516","B0000026SF",0,0,0,0,0,0,1,0,0
"517","B0000026T4",0,0,0,0,0,0,1,0,0
"518","B0000026TQ",0,0,0,0,1,0,0,0,0
"519","B0000026UV",0,0,1,0,0,0,0,0,0
"520","B0000026W6",0,0,0,0,0,0,1,0,0
"521","B0000026WD",0,1,0,0,0,0,0,0,0
"522","B000002728",0,1,0,0,0,0,0,0,0
"523","B00000272N",1,0,0,0,0,0,0,0,0
"524","B000002735",0,0,0,0,0,0,1,0,0
"525","B00000273U",0,0,0,0,0,0,1,0,0
"526","B00000273W",1,0,0,0,0,0,0,0,0
"527","B000002757",0,1,0,0,0,0,0,0,0
"528","B0000027DJ",0,0,0,0,0,0,1,0,0
"529","B0000027DL",0,1,0,0,0,0,0,0,0
"530","B0000027E4",1,0,0,0,0,0,0,0,0
"531","B0000027H0",1,0,0,0,0,0,0,0,0
"532","B0000027H5",0,0,0,1,0,0,0,0,0
"533","B0000027HU",0,1,0,0,0,0,0,0,0
"534","B0000027RY",0,1,0,0,0,0,0,0,0
"535","B0000027S9",0,0,0,0,0,0,0,1,0
"536","B000002859",1,0,0,0,0,0,0,0,0
"537","B000002879",0,0,1,0,0,0,0,0,0
"538","B0000028PD",1,0,0,0,0,0,0,0,0
"539","B0000028QO",1,0,0,0,0,0,0,0,0
"540","B0000028RG",0,1,0,0,0,0,0,0,0
"541","B0000028RR",1,0,0,0,0,0,0,0,0
"542","B0000028SB",0,1,0,0,0,0,0,0,0
"543","B0000028W9",0,0,0,1,0,0,0,0,0
"544","B0000028XW",0,0,0,1,0,0,0,0,0
"545","B00000294R",0,1,0,0,0,0,0,0,0
"546","B00000295A",1,0,0,0,0,0,0,0,0
"547","B00000295Y",0,0,0,0,0,0,0,1,0
"548","B000002962",0,0,0,0,0,0,1,0,0
"549","B000002977",0,1,0,0,0,0,0,0,0
"550","B0000029AL",0,0,0,0,0,0,1,0,0
"551","B0000029AN",0,0,0,0,0,0,1,0,0
"552","B0000029AP",0,0,0,0,0,0,1,0,0
"553","B0000029AS",0,0,0,0,0,0,1,0,0
"554","B0000029AU",0,0,0,0,0,0,1,0,0
"555","B0000029AW",0,0,0,0,0,0,1,0,0
"556","B0000029B0",0,0,0,0,0,0,1,0,0
"557","B0000029B3",0,0,0,0,0,0,1,0,0
"558","B0000029BG",0,0,0,1,0,0,0,0,0
"559","B0000029DD",1,0,0,0,0,0,0,0,0
"560","B0000029FW",0,0,0,0,0,0,1,0,0
"561","B0000029GI",0,1,0,0,0,0,0,0,0
"562","B0000029I0",0,1,0,0,0,0,0,0,0
"563","B0000029J5",0,1,0,0,0,0,0,0,0
"564","B000002A4G",0,0,0,0,0,0,1,0,0
"565","B000002A5E",0,1,0,0,0,0,0,0,0
"566","B000002A5J",0,0,1,0,0,0,0,0,0
"567","B000002AAJ",0,0,0,0,0,0,1,0,0
"568","B000002AAL",0,0,0,0,1,0,0,0,0
"569","B000002ABF",0,0,0,1,0,0,0,0,0
"570","B000002ACB",0,1,0,0,0,0,0,0,0
"571","B000002AEN",0,1,0,0,0,0,0,0,0
"572","B000002AGW",0,0,0,0,1,0,0,0,0
"573","B000002AH6",0,0,0,0,1,0,0,0,0
"574","B000002AHQ",0,0,0,1,0,0,0,0,0
"575","B000002AI3",0,1,0,0,0,0,0,0,0
"576","B000002AI9",0,1,0,0,0,0,0,0,0
"577","B000002AIB",0,1,0,0,0,0,0,0,0
"578","B000002AMJ",0,1,0,0,0,0,0,0,0
"579","B000002AP1",1,0,0,0,0,0,0,0,0
"580","B000002ASA",0,0,0,0,0,0,1,0,0
"581","B000002AV5",0,0,0,0,0,0,1,0,0
"582","B000002AVB",0,0,0,0,0,0,1,0,0
"583","B000002AXG",0,1,0,0,0,0,0,0,0
"584","B000002AZP",0,0,0,0,0,0,1,0,0
"585","B000002AZX",0,0,0,1,0,0,0,0,0
"586","B000002AZY",0,0,0,1,0,0,0,0,0
"587","B000002AZZ",0,0,0,1,0,0,0,0,0
"588","B000002B0J",1,0,0,0,0,0,0,0,0
"589","B000002B0S",0,1,0,0,0,0,0,0,0
"590","B000002B2N",0,0,0,0,0,0,1,0,0
"591","B000002B56",0,0,0,0,0,0,1,0,0
"592","B000002B8A",1,0,0,0,0,0,0,0,0
"593","B000002BA5",0,0,0,0,0,0,1,0,0
"594","B000002BE9",1,0,0,0,0,0,0,0,0
"595","B000002BFL",0,0,0,1,0,0,0,0,0
"596","B000002BGY",1,0,0,0,0,0,0,0,0
"597","B000002BHM",0,1,0,0,0,0,0,0,0
"598","B000002BLH",0,1,0,0,0,0,0,0,0
"599","B000002BOJ",1,0,0,0,0,0,0,0,0
"600","B000002BRB",0,0,0,0,0,0,1,0,0
"601","B000002BSF",1,0,0,0,0,0,0,0,0
"602","B000002BSG",1,0,0,0,0,0,0,0,0
"603","B000002BTF",0,0,0,1,0,0,0,0,0
"604","B000002BVN",0,0,0,0,0,0,1,0,0
"605","B000002BZ6",1,0,0,0,0,0,0,0,0
"606","B000002BZD",1,0,0,0,0,0,0,0,0
"607","B000002C2E",0,0,0,1,0,0,0,0,0
"608","B000002G0O",1,0,0,0,0,0,0,0,0
"609","B000002G1R",0,1,0,0,0,0,0,0,0
"610","B000002G1T",0,0,0,1,0,0,0,0,0
"611","B000002G2R",1,0,0,0,0,0,0,0,0
"612","B000002G3A",0,0,0,1,0,0,0,0,0
"613","B000002G50",0,0,1,0,0,0,0,0,0
"614","B000002G6J",0,0,0,0,1,0,0,0,0
"615","B000002G77",0,1,0,0,0,0,0,0,0
"616","B000002G7G",1,0,0,0,0,0,0,0,0
"617","B000002G8H",0,1,0,0,0,0,0,0,0
"618","B000002GA0",0,1,0,0,0,0,0,0,0
"619","B000002GA9",0,0,0,0,1,0,0,0,0
"620","B000002GAC",0,0,0,1,0,0,0,0,0
"621","B000002GAF",0,1,0,0,0,0,0,0,0
"622","B000002GAG",0,1,0,0,0,0,0,0,0
"623","B000002GAS",0,0,0,0,0,0,1,0,0
"624","B000002GBH",0,0,0,1,0,0,0,0,0
"625","B000002GBL",1,0,0,0,0,0,0,0,0
"626","B000002GC0",0,0,0,0,1,0,0,0,0
"627","B000002GC2",0,0,0,0,1,0,0,0,0
"628","B000002GC4",0,1,0,0,0,0,0,0,0
"629","B000002GCP",0,0,0,0,1,0,0,0,0
"630","B000002GCW",1,0,0,0,0,0,0,0,0
"631","B000002GDF",0,0,0,0,0,0,1,0,0
"632","B000002GDL",0,0,0,0,0,0,1,0,0
"633","B000002GE1",1,0,0,0,0,0,0,0,0
"634","B000002GE7",1,0,0,0,0,0,0,0,0
"635","B000002GF0",0,0,0,0,0,0,1,0,0
"636","B000002GFQ",0,0,0,0,0,0,1,0,0
"637","B000002GFU",0,0,0,1,0,0,0,0,0
"638","B000002GFW",0,0,0,1,0,0,0,0,0
"639","B000002GGU",0,0,0,0,0,0,1,0,0
"640","B000002GHB",1,0,0,0,0,0,0,0,0
"641","B000002GHS",0,0,0,1,0,0,0,0,0
"642","B000002GIG",1,0,0,0,0,0,0,0,0
"643","B000002GJB",0,0,0,0,0,0,1,0,0
"644","B000002GK1",1,0,0,0,0,0,0,0,0
"645","B000002GK7",0,1,0,0,0,0,0,0,0
"646","B000002GKT",0,0,0,0,0,0,1,0,0
"647","B000002GLI",0,0,0,0,0,0,1,0,0
"648","B000002GOZ",0,0,0,0,0,0,1,0,0
"649","B000002GQE",0,0,0,0,0,0,1,0,0
"650","B000002GQH",0,0,0,0,0,0,1,0,0
"651","B000002GQI",0,0,0,0,0,0,1,0,0
"652","B000002GQK",0,0,0,0,0,0,1,0,0
"653","B000002GVS",0,0,0,0,0,0,0,0,1
"654","B000002GVW",0,0,0,1,0,0,0,0,0
"655","B000002GWZ",0,0,0,0,0,0,1,0,0
"656","B000002GX2",0,0,0,1,0,0,0,0,0
"657","B000002GX3",1,0,0,0,0,0,0,0,0
"658","B000002GXC",0,0,0,0,1,0,0,0,0
"659","B000002GXD",1,0,0,0,0,0,0,0,0
"660","B000002GXG",0,0,0,1,0,0,0,0,0
"661","B000002GXL",0,0,0,1,0,0,0,0,0
"662","B000002GXO",0,0,0,0,0,1,0,0,0
"663","B000002GXQ",0,0,0,1,0,0,0,0,0
"664","B000002GXU",0,0,0,1,0,0,0,0,0
"665","B000002GXX",0,0,0,0,0,1,0,0,0
"666","B000002GYL",0,0,0,1,0,0,0,0,0
"667","B000002GYN",0,0,1,0,0,0,0,0,0
"668","B000002GYQ",0,0,1,0,0,0,0,0,0
"669","B000002GYW",0,0,0,0,0,1,0,0,0
"670","B000002GZ1",0,1,0,0,0,0,0,0,0
"671","B000002H1C",0,0,0,0,0,0,0,0,1
"672","B000002H1H",0,0,0,1,0,0,0,0,0
"673","B000002H1T",1,0,0,0,0,0,0,0,0
"674","B000002H2J",1,0,0,0,0,0,0,0,0
"675","B000002H3D",0,0,0,1,0,0,0,0,0
"676","B000002H58",1,0,0,0,0,0,0,0,0
"677","B000002H6S",0,0,0,1,0,0,0,0,0
"678","B000002H72",1,0,0,0,0,0,0,0,0
"679","B000002H7I",1,0,0,0,0,0,0,0,0
"680","B000002H84",0,1,0,0,0,0,0,0,0
"681","B000002H8B",0,0,0,0,0,0,1,0,0
"682","B000002H8I",0,1,0,0,0,0,0,0,0
"683","B000002H8P",1,0,0,0,0,0,0,0,0
"684","B000002H9V",0,0,0,1,0,0,0,0,0
"685","B000002HAH",1,0,0,0,0,0,0,0,0
"686","B000002HAJ",1,0,0,0,0,0,0,0,0
"687","B000002HAL",0,0,0,0,0,0,1,0,0
"688","B000002HAR",0,0,0,0,0,0,0,0,1
"689","B000002HB0",1,0,0,0,0,0,0,0,0
"690","B000002HBA",0,0,0,0,0,0,1,0,0
"691","B000002HCM",1,0,0,0,0,0,0,0,0
"692","B000002HCV",0,1,0,0,0,0,0,0,0
"693","B000002HDG",1,0,0,0,0,0,0,0,0
"694","B000002HDL",0,0,0,0,0,0,1,0,0
"695","B000002HF0",1,0,0,0,0,0,0,0,0
"696","B000002HFN",1,0,0,0,0,0,0,0,0
"697","B000002HGD",1,0,0,0,0,0,0,0,0
"698","B000002HHP",0,1,0,0,0,0,0,0,0
"699","B000002HK2",1,0,0,0,0,0,0,0,0
"700","B000002HKA",0,0,0,0,0,0,1,0,0
"701","B000002HKC",0,0,0,1,0,0,0,0,0
"702","B000002HKU",0,0,0,1,0,0,0,0,0
"703","B000002HM0",1,0,0,0,0,0,0,0,0
"704","B000002HM6",1,0,0,0,0,0,0,0,0
"705","B000002HN0",1,0,0,0,0,0,0,0,0
"706","B000002HQ3",1,0,0,0,0,0,0,0,0
"707","B000002HQD",0,0,1,0,0,0,0,0,0
"708","B000002HQY",0,0,0,1,0,0,0,0,0
"709","B000002HRC",0,1,0,0,0,0,0,0,0
"710","B000002I2R",0,0,0,1,0,0,0,0,0
"711","B000002I2W",0,0,0,1,0,0,0,0,0
"712","B000002I3M",0,0,0,0,1,0,0,0,0
"713","B000002I4U",0,1,0,0,0,0,0,0,0
"714","B000002I55",0,0,0,0,1,0,0,0,0
"715","B000002I60",0,1,0,0,0,0,0,0,0
"716","B000002I7U",0,0,0,0,1,0,0,0,0
"717","B000002I8D",0,0,0,0,0,0,1,0,0
"718","B000002I95",0,0,0,1,0,0,0,0,0
"719","B000002I9H",0,0,0,0,0,0,1,0,0
"720","B000002IG4",0,0,0,0,0,0,1,0,0
"721","B000002IH3",0,0,0,0,0,0,1,0,0
"722","B000002IH5",0,1,0,0,0,0,0,0,0
"723","B000002IH8",0,1,0,0,0,0,0,0,0
"724","B000002IHD",0,1,0,0,0,0,0,0,0
"725","B000002IHQ",0,0,0,0,0,0,1,0,0
"726","B000002II2",0,0,0,0,1,0,0,0,0
"727","B000002IIL",0,0,0,0,1,0,0,0,0
"728","B000002IIQ",0,0,0,0,0,0,1,0,0
"729","B000002IJG",0,1,0,0,0,0,0,0,0
"730","B000002INL",0,0,0,0,0,0,1,0,0
"731","B000002INP",0,0,0,0,0,1,0,0,0
"732","B000002IOT",0,1,0,0,0,0,0,0,0
"733","B000002IOW",0,0,0,0,0,0,1,0,0
"734","B000002IP1",0,0,0,0,0,0,1,0,0
"735","B000002IPC",0,1,0,0,0,0,0,0,0
"736","B000002IQ9",0,0,0,0,0,0,1,0,0
"737","B000002IQI",0,0,0,1,0,0,0,0,0
"738","B000002IR7",0,1,0,0,0,0,0,0,0
"739","B000002IR9",0,0,0,0,0,0,1,0,0
"740","B000002IRM",0,0,0,0,0,0,1,0,0
"741","B000002IRW",0,1,0,0,0,0,0,0,0
"742","B000002IT2",1,0,0,0,0,0,0,0,0
"743","B000002ITU",1,0,0,0,0,0,0,0,0
"744","B000002IWQ",0,0,0,0,0,0,1,0,0
"745","B000002IWU",1,0,0,0,0,0,0,0,0
"746","B000002IXB",0,0,0,0,0,0,1,0,0
"747","B000002IXU",1,0,0,0,0,0,0,0,0
"748","B000002IYI",0,1,0,0,0,0,0,0,0
"749","B000002J11",1,0,0,0,0,0,0,0,0
"750","B000002J2S",1,0,0,0,0,0,0,0,0
"751","B000002J2Z",1,0,0,0,0,0,0,0,0
"752","B000002J4R",0,0,0,1,0,0,0,0,0
"753","B000002J5S",0,1,0,0,0,0,0,0,0
"754","B000002J5U",0,0,0,0,0,0,0,1,0
"755","B000002J88",1,0,0,0,0,0,0,0,0
"756","B000002J8Y",1,0,0,0,0,0,0,0,0
"757","B000002J90",1,0,0,0,0,0,0,0,0
"758","B000002JAI",0,0,0,0,0,0,1,0,0
"759","B000002JB3",0,0,0,0,0,0,1,0,0
"760","B000002JBB",1,0,0,0,0,0,0,0,0
"761","B000002JJU",0,0,0,0,1,0,0,0,0
"762","B000002JKX",0,0,1,0,0,0,0,0,0
"763","B000002JKY",0,1,0,0,0,0,0,0,0
"764","B000002JN4",0,0,0,0,0,0,0,1,0
"765","B000002JN6",0,0,0,0,0,0,0,1,0
"766","B000002JO2",0,1,0,0,0,0,0,0,0
"767","B000002JQR",0,0,0,0,0,0,0,1,0
"768","B000002JV1",0,0,0,0,0,0,0,1,0
"769","B000002K9P",0,0,0,0,1,0,0,0,0
"770","B000002KA5",0,0,1,0,0,0,0,0,0
"771","B000002KAP",0,0,1,0,0,0,0,0,0
"772","B000002KBA",0,0,0,0,0,0,1,0,0
"773","B000002KBB",0,0,0,0,0,0,1,0,0
"774","B000002KBK",0,1,0,0,0,0,0,0,0
"775","B000002KBR",0,1,0,0,0,0,0,0,0
"776","B000002KBW",0,1,0,0,0,0,0,0,0
"777","B000002KC2",0,0,0,1,0,0,0,0,0
"778","B000002KC4",0,1,0,0,0,0,0,0,0
"779","B000002KC5",1,0,0,0,0,0,0,0,0
"780","B000002KCO",0,1,0,0,0,0,0,0,0
"781","B000002KD5",0,0,0,0,0,0,1,0,0
"782","B000002KDB",0,0,1,0,0,0,0,0,0
"783","B000002KDQ",0,0,0,0,0,0,1,0,0
"784","B000002KE4",0,1,0,0,0,0,0,0,0
"785","B000002KE5",0,0,0,0,0,0,1,0,0
"786","B000002KE7",0,0,0,1,0,0,0,0,0
"787","B000002KEI",0,0,0,0,0,0,1,0,0
"788","B000002KEJ",0,1,0,0,0,0,0,0,0
"789","B000002KEN",0,0,0,0,0,0,1,0,0
"790","B000002KEP",0,0,0,0,0,0,1,0,0
"791","B000002KEV",0,0,0,0,0,0,1,0,0
"792","B000002KF2",0,1,0,0,0,0,0,0,0
"793","B000002KFN",0,1,0,0,0,0,0,0,0
"794","B000002KFT",0,0,0,1,0,0,0,0,0
"795","B000002KFV",0,0,0,0,0,0,1,0,0
"796","B000002KGE",0,0,1,0,0,0,0,0,0
"797","B000002KH1",0,1,0,0,0,0,0,0,0
"798","B000002KH3",0,0,0,0,0,0,1,0,0
"799","B000002KHB",0,0,0,0,0,0,1,0,0
"800","B000002KHQ",0,0,0,1,0,0,0,0,0
"801","B000002KIP",0,0,0,1,0,0,0,0,0
"802","B000002KJ1",1,0,0,0,0,0,0,0,0
"803","B000002KJ4",0,0,0,0,0,0,1,0,0
"804","B000002KJY",0,0,0,0,1,0,0,0,0
"805","B000002KK1",0,0,0,0,1,0,0,0,0
"806","B000002KK2",0,0,0,1,0,0,0,0,0
"807","B000002KKD",1,0,0,0,0,0,0,0,0
"808","B000002KKN",0,0,0,0,0,0,1,0,0
"809","B000002KKX",0,0,0,0,0,0,1,0,0
"810","B000002KL7",0,0,0,1,0,0,0,0,0
"811","B000002KLC",1,0,0,0,0,0,0,0,0
"812","B000002KLL",0,0,0,0,0,0,1,0,0
"813","B000002KLM",1,0,0,0,0,0,0,0,0
"814","B000002KLN",0,0,0,1,0,0,0,0,0
"815","B000002KLZ",0,0,0,0,0,0,1,0,0
"816","B000002KME",1,0,0,0,0,0,0,0,0
"817","B000002KMI",0,0,0,0,1,0,0,0,0
"818","B000002KN3",1,0,0,0,0,0,0,0,0
"819","B000002KNG",0,1,0,0,0,0,0,0,0
"820","B000002KNL",1,0,0,0,0,0,0,0,0
"821","B000002KNM",1,0,0,0,0,0,0,0,0
"822","B000002KNO",0,0,0,0,0,0,1,0,0
"823","B000002KO1",1,0,0,0,0,0,0,0,0
"824","B000002KO5",1,0,0,0,0,0,0,0,0
"825","B000002KOA",0,0,1,0,0,0,0,0,0
"826","B000002KOQ",0,0,1,0,0,0,0,0,0
"827","B000002KOS",0,0,0,1,0,0,0,0,0
"828","B000002KXO",0,0,0,0,0,0,1,0,0
"829","B000002KXX",0,1,0,0,0,0,0,0,0
"830","B000002KYC",1,0,0,0,0,0,0,0,0
"831","B000002KYO",0,0,0,1,0,0,0,0,0
"832","B000002KYU",0,0,0,0,1,0,0,0,0
"833","B000002KYY",1,0,0,0,0,0,0,0,0
"834","B000002KZQ",1,0,0,0,0,0,0,0,0
"835","B000002KZR",0,0,0,0,0,0,1,0,0
"836","B000002L22",1,0,0,0,0,0,0,0,0
"837","B000002L3P",0,1,0,0,0,0,0,0,0
"838","B000002L4I",0,0,1,0,0,0,0,0,0
"839","B000002L5U",1,0,0,0,0,0,0,0,0
"840","B000002L64",0,0,0,0,0,0,1,0,0
"841","B000002L66",0,1,0,0,0,0,0,0,0
"842","B000002L6Z",1,0,0,0,0,0,0,0,0
"843","B000002L70",0,0,0,0,1,0,0,0,0
"844","B000002L75",1,0,0,0,0,0,0,0,0
"845","B000002L7G",1,0,0,0,0,0,0,0,0
"846","B000002L7Y",1,0,0,0,0,0,0,0,0
"847","B000002L7Z",1,0,0,0,0,0,0,0,0
"848","B000002L82",1,0,0,0,0,0,0,0,0
"849","B000002L86",0,1,0,0,0,0,0,0,0
"850","B000002L8T",1,0,0,0,0,0,0,0,0
"851","B000002L8V",0,0,1,0,0,0,0,0,0
"852","B000002L8Z",0,0,0,0,0,0,1,0,0
"853","B000002L94",1,0,0,0,0,0,0,0,0
"854","B000002L9B",1,0,0,0,0,0,0,0,0
"855","B000002LA4",0,0,0,0,1,0,0,0,0
"856","B000002LAC",0,0,0,0,0,0,0,0,1
"857","B000002LAK",1,0,0,0,0,0,0,0,0
"858","B000002LAT",1,0,0,0,0,0,0,0,0
"859","B000002LB7",1,0,0,0,0,0,0,0,0
"860","B000002LBM",1,0,0,0,0,0,0,0,0
"861","B000002LBT",0,1,0,0,0,0,0,0,0
"862","B000002LBV",0,0,0,1,0,0,0,0,0
"863","B000002LBW",0,0,0,1,0,0,0,0,0
"864","B000002LBX",0,0,0,1,0,0,0,0,0
"865","B000002LBY",0,0,0,1,0,0,0,0,0
"866","B000002LC6",0,0,0,0,0,0,0,1,0
"867","B000002LCQ",0,0,0,0,0,0,1,0,0
"868","B000002LD2",1,0,0,0,0,0,0,0,0
"869","B000002LD5",0,1,0,0,0,0,0,0,0
"870","B000002LE6",1,0,0,0,0,0,0,0,0
"871","B000002LE9",1,0,0,0,0,0,0,0,0
"872","B000002LEO",1,0,0,0,0,0,0,0,0
"873","B000002LFG",0,0,0,0,1,0,0,0,0
"874","B000002LFJ",0,0,0,1,0,0,0,0,0
"875","B000002LFZ",0,0,0,0,0,0,1,0,0
"876","B000002LGL",1,0,0,0,0,0,0,0,0
"877","B000002LGQ",0,0,0,0,0,0,1,0,0
"878","B000002LGU",1,0,0,0,0,0,0,0,0
"879","B000002LH9",1,0,0,0,0,0,0,0,0
"880","B000002LJA",0,1,0,0,0,0,0,0,0
"881","B000002LJF",0,1,0,0,0,0,0,0,0
"882","B000002LKN",0,0,0,1,0,0,0,0,0
"883","B000002LKU",0,0,1,0,0,0,0,0,0
"884","B000002LLA",0,0,0,0,1,0,0,0,0
"885","B000002LM3",0,0,0,0,0,0,1,0,0
"886","B000002LM7",0,1,0,0,0,0,0,0,0
"887","B000002LMO",0,0,0,0,1,0,0,0,0
"888","B000002LN0",1,0,0,0,0,0,0,0,0
"889","B000002LN4",0,1,0,0,0,0,0,0,0
"890","B000002LNG",1,0,0,0,0,0,0,0,0
"891","B000002LO1",1,0,0,0,0,0,0,0,0
"892","B000002LOO",0,1,0,0,0,0,0,0,0
"893","B000002LP2",1,0,0,0,0,0,0,0,0
"894","B000002LP7",0,0,1,0,0,0,0,0,0
"895","B000002LQR",1,0,0,0,0,0,0,0,0
"896","B000002LRX",1,0,0,0,0,0,0,0,0
"897","B000002LRZ",0,0,0,0,0,0,0,0,1
"898","B000002LS0",1,0,0,0,0,0,0,0,0
"899","B000002LSF",1,0,0,0,0,0,0,0,0
"900","B000002LSJ",1,0,0,0,0,0,0,0,0
"901","B000002LSO",1,0,0,0,0,0,0,0,0
"902","B000002LSV",0,0,0,0,0,0,1,0,0
"903","B000002LT6",0,0,0,0,0,0,1,0,0
"904","B000002LTK",1,0,0,0,0,0,0,0,0
"905","B000002LTY",1,0,0,0,0,0,0,0,0
"906","B000002LUY",0,0,0,0,0,0,1,0,0
"907","B000002M32",0,0,0,0,0,0,1,0,0
"908","B000002MBG",1,0,0,0,0,0,0,0,0
"909","B000002MFN",0,0,0,0,0,0,1,0,0
"910","B000002MFQ",0,0,0,0,0,0,0,0,1
"911","B000002MH5",1,0,0,0,0,0,0,0,0
"912","B000002MHW",0,0,1,0,0,0,0,0,0
"913","B000002MI4",1,0,0,0,0,0,0,0,0
"914","B000002MII",0,0,1,0,0,0,0,0,0
"915","B000002MJ0",1,0,0,0,0,0,0,0,0
"916","B000002MJ8",0,0,1,0,0,0,0,0,0
"917","B000002MKD",0,1,0,0,0,0,0,0,0
"918","B000002ML7",1,0,0,0,0,0,0,0,0
"919","B000002MME",1,0,0,0,0,0,0,0,0
"920","B000002MMJ",0,1,0,0,0,0,0,0,0
"921","B000002MNF",0,0,0,0,0,0,1,0,0
"922","B000002MP6",1,0,0,0,0,0,0,0,0
"923","B000002MPB",1,0,0,0,0,0,0,0,0
"924","B000002MQL",1,0,0,0,0,0,0,0,0
"925","B000002MSS",0,0,1,0,0,0,0,0,0
"926","B000002MST",0,0,0,1,0,0,0,0,0
"927","B000002MTC",1,0,0,0,0,0,0,0,0
"928","B000002MTI",1,0,0,0,0,0,0,0,0
"929","B000002MTN",0,0,0,0,0,0,1,0,0
"930","B000002MUG",1,0,0,0,0,0,0,0,0
"931","B000002MUW",0,0,0,0,0,0,1,0,0
"932","B000002MVO",1,0,0,0,0,0,0,0,0
"933","B000002MYC",1,0,0,0,0,0,0,0,0
"934","B000002N00",1,0,0,0,0,0,0,0,0
"935","B000002N0B",1,0,0,0,0,0,0,0,0
"936","B000002N1D",0,0,0,0,1,0,0,0,0
"937","B000002N1I",0,1,0,0,0,0,0,0,0
"938","B000002N1Z",0,0,1,0,0,0,0,0,0
"939","B000002N25",0,0,0,1,0,0,0,0,0
"940","B000002N2B",1,0,0,0,0,0,0,0,0
"941","B000002N2T",0,0,0,0,1,0,0,0,0
"942","B000002N3F",1,0,0,0,0,0,0,0,0
"943","B000002N51",0,0,0,0,0,1,0,0,0
"944","B000002N56",1,0,0,0,0,0,0,0,0
"945","B000002N5X",1,0,0,0,0,0,0,0,0
"946","B000002N61",0,0,1,0,0,0,0,0,0
"947","B000002N67",1,0,0,0,0,0,0,0,0
"948","B000002NAA",0,0,0,0,0,0,1,0,0
"949","B000002NAO",0,1,0,0,0,0,0,0,0
"950","B000002NAV",0,0,1,0,0,0,0,0,0
"951","B000002NBY",0,0,0,1,0,0,0,0,0
"952","B000002NC2",0,0,0,0,0,0,1,0,0
"953","B000002NC4",1,0,0,0,0,0,0,0,0
"954","B000002NDY",0,0,0,1,0,0,0,0,0
"955","B000002NET",1,0,0,0,0,0,0,0,0
"956","B000002NF8",1,0,0,0,0,0,0,0,0
"957","B000002NG7",1,0,0,0,0,0,0,0,0
"958","B000002NGD",1,0,0,0,0,0,0,0,0
"959","B000002NGP",0,0,0,0,1,0,0,0,0
"960","B000002NIL",1,0,0,0,0,0,0,0,0
"961","B000002NIW",1,0,0,0,0,0,0,0,0
"962","B000002NJS",0,0,0,0,0,0,1,0,0
"963","B000002NX9",0,0,1,0,0,0,0,0,0
"964","B000002NYW",0,0,1,0,0,0,0,0,0
"965","B000002NZO",0,0,0,0,0,0,1,0,0
"966","B000002NZR",0,0,1,0,0,0,0,0,0
"967","B000002O05",0,0,0,0,0,0,1,0,0
"968","B000002O1Y",0,0,0,0,0,0,1,0,0
"969","B000002O2B",0,0,1,0,0,0,0,0,0
"970","B000002O2M",0,0,1,0,0,0,0,0,0
"971","B000002O4I",0,0,0,0,0,0,1,0,0
"972","B000002O5T",0,0,0,0,1,0,0,0,0
"973","B000002O6A",0,0,1,0,0,0,0,0,0
"974","B000002O6V",0,1,0,0,0,0,0,0,0
"975","B000002O8D",0,0,0,0,0,0,1,0,0
"976","B000002O8V",0,0,0,0,1,0,0,0,0
"977","B000002O9D",0,1,0,0,0,0,0,0,0
"978","B000002OC1",0,1,0,0,0,0,0,0,0
"979","B000002OF7",0,1,0,0,0,0,0,0,0
"980","B000002OG8",0,0,0,0,0,0,1,0,0
"981","B000002OHC",0,1,0,0,0,0,0,0,0
"982","B000002OIC",0,1,0,0,0,0,0,0,0
"983","B000002OIQ",0,0,0,0,0,0,1,0,0
"984","B000002OJ4",0,0,0,0,0,0,1,0,0
"985","B000002OJ5",0,0,0,0,0,1,0,0,0
"986","B000002OJZ",0,1,0,0,0,0,0,0,0
"987","B000002OLW",0,0,0,0,0,0,1,0,0
"988","B000002OME",0,1,0,0,0,0,0,0,0
"989","B000002OMJ",0,0,0,1,0,0,0,0,0
"990","B000002OMN",0,0,0,0,0,0,1,0,0
"991","B000002OMU",0,1,0,0,0,0,0,0,0
"992","B000002ON0",0,0,1,0,0,0,0,0,0
"993","B000002ONC",0,1,0,0,0,0,0,0,0
"994","B000002ONY",0,1,0,0,0,0,0,0,0
"995","B000002OPL",0,1,0,0,0,0,0,0,0
